"","Age","Province","education_level","counts","estimate","prediction"
"620",49.5,"Alberta","High School",65395,0.470173814503567,"Conservative"
"621",49.5,"Alberta","College",45270,0.450878881907742,"Conservative"
"622",49.5,"Alberta","College",52835,0.450878881907742,"Conservative"
"623",49.5,"Alberta","College",7135,0.450878881907742,"Conservative"
"624",49.5,"Alberta","At or above Bachelor",68395,0.581670057468124,"Liberal"
"625",49.5,"Alberta","Below high school",27260,0.436706272158121,"Conservative"
"626",49.5,"Alberta","High School",72080,0.470173814503567,"Conservative"
"627",49.5,"Alberta","College",13335,0.450878881907742,"Conservative"
"628",49.5,"Alberta","College",78155,0.450878881907742,"Conservative"
"629",49.5,"Alberta","College",11200,0.450878881907742,"Conservative"
"630",49.5,"Alberta","At or above Bachelor",71050,0.581670057468124,"Liberal"
"631",59.5,"Alberta","Below high school",70480,0.424981075461697,"Conservative"
"632",59.5,"Alberta","High School",139410,0.458448617807144,"Conservative"
"633",59.5,"Alberta","College",59595,0.439153685211318,"Conservative"
"634",59.5,"Alberta","College",108050,0.439153685211318,"Conservative"
"635",59.5,"Alberta","College",14990,0.439153685211318,"Conservative"
"636",59.5,"Alberta","At or above Bachelor",102090,0.569944860771701,"Liberal"
"637",59.5,"Alberta","Below high school",37910,0.424981075461697,"Conservative"
"638",59.5,"Alberta","High School",58670,0.458448617807144,"Conservative"
"639",59.5,"Alberta","College",48385,0.439153685211318,"Conservative"
"640",59.5,"Alberta","College",43595,0.439153685211318,"Conservative"
"641",59.5,"Alberta","College",6010,0.439153685211318,"Conservative"
"642",59.5,"Alberta","At or above Bachelor",52795,0.569944860771701,"Liberal"
"643",59.5,"Alberta","Below high school",32565,0.424981075461697,"Conservative"
"644",59.5,"Alberta","High School",80745,0.458448617807144,"Conservative"
"645",59.5,"Alberta","College",11210,0.439153685211318,"Conservative"
"646",59.5,"Alberta","College",64455,0.439153685211318,"Conservative"
"647",59.5,"Alberta","College",8985,0.439153685211318,"Conservative"
"648",59.5,"Alberta","At or above Bachelor",49290,0.569944860771701,"Liberal"
"649",29.5,"British Columbia","Below high school",41760,0.460156665550968,"Conservative"
"650",29.5,"British Columbia","High School",160025,0.493624207896415,"Conservative"
"651",29.5,"British Columbia","College",51720,0.474329275300589,"Conservative"
"652",29.5,"British Columbia","College",110960,0.474329275300589,"Conservative"
"653",29.5,"British Columbia","College",26490,0.474329275300589,"Conservative"
"654",29.5,"British Columbia","At or above Bachelor",220115,0.605120450860972,"Liberal"
"655",29.5,"British Columbia","Below high school",24480,0.460156665550968,"Conservative"
"656",29.5,"British Columbia","High School",90195,0.493624207896415,"Conservative"
"657",29.5,"British Columbia","College",38685,0.474329275300589,"Conservative"
"658",29.5,"British Columbia","College",46565,0.474329275300589,"Conservative"
"659",29.5,"British Columbia","College",11030,0.474329275300589,"Conservative"
"660",29.5,"British Columbia","At or above Bachelor",92565,0.605120450860972,"Liberal"
"661",29.5,"British Columbia","Below high school",17275,0.460156665550968,"Conservative"
"662",29.5,"British Columbia","High School",69830,0.493624207896415,"Conservative"
"663",29.5,"British Columbia","College",13030,0.474329275300589,"Conservative"
"664",29.5,"British Columbia","College",64400,0.474329275300589,"Conservative"
"665",29.5,"British Columbia","College",15460,0.474329275300589,"Conservative"
"666",29.5,"British Columbia","At or above Bachelor",127550,0.605120450860972,"Liberal"
"667",39.5,"British Columbia","Below high school",44510,0.448431468854544,"Conservative"
"668",39.5,"British Columbia","High School",137270,0.481899011199991,"Conservative"
"669",39.5,"British Columbia","College",48455,0.462604078604166,"Conservative"
"670",39.5,"British Columbia","College",125835,0.462604078604166,"Conservative"
"671",39.5,"British Columbia","College",24735,0.462604078604166,"Conservative"
"672",39.5,"British Columbia","At or above Bachelor",202240,0.593395254164548,"Liberal"
"673",39.5,"British Columbia","Below high school",25250,0.448431468854544,"Conservative"
"674",39.5,"British Columbia","High School",73520,0.481899011199991,"Conservative"
"675",39.5,"British Columbia","College",35630,0.462604078604166,"Conservative"
"676",39.5,"British Columbia","College",50950,0.462604078604166,"Conservative"
"677",39.5,"British Columbia","College",9815,0.462604078604166,"Conservative"
"678",39.5,"British Columbia","At or above Bachelor",85790,0.593395254164548,"Liberal"
"679",39.5,"British Columbia","Below high school",19255,0.448431468854544,"Conservative"
"680",39.5,"British Columbia","High School",63755,0.481899011199991,"Conservative"
"681",39.5,"British Columbia","College",12830,0.462604078604166,"Conservative"
"682",39.5,"British Columbia","College",74885,0.462604078604166,"Conservative"
"683",39.5,"British Columbia","College",14920,0.462604078604166,"Conservative"
"684",39.5,"British Columbia","At or above Bachelor",116440,0.593395254164548,"Liberal"
"685",49.5,"British Columbia","Below high school",67420,0.436706272158121,"Conservative"
"686",49.5,"British Columbia","High School",175775,0.470173814503567,"Conservative"
"687",49.5,"British Columbia","College",61710,0.450878881907742,"Conservative"
"688",49.5,"British Columbia","College",149310,0.450878881907742,"Conservative"
"689",49.5,"British Columbia","College",26180,0.450878881907742,"Conservative"
"690",49.5,"British Columbia","At or above Bachelor",188555,0.581670057468124,"Liberal"
"691",49.5,"British Columbia","Below high school",37380,0.436706272158121,"Conservative"
"692",49.5,"British Columbia","High School",83170,0.470173814503567,"Conservative"
"693",49.5,"British Columbia","College",44735,0.450878881907742,"Conservative"
"694",49.5,"British Columbia","College",57485,0.450878881907742,"Conservative"
"695",49.5,"British Columbia","College",9785,0.450878881907742,"Conservative"
"696",49.5,"British Columbia","At or above Bachelor",88640,0.581670057468124,"Liberal"
"697",49.5,"British Columbia","Below high school",30035,0.436706272158121,"Conservative"
"698",49.5,"British Columbia","High School",92595,0.470173814503567,"Conservative"
"699",49.5,"British Columbia","College",16975,0.450878881907742,"Conservative"
"700",49.5,"British Columbia","College",91830,0.450878881907742,"Conservative"
"701",49.5,"British Columbia","College",16400,0.450878881907742,"Conservative"
"702",49.5,"British Columbia","At or above Bachelor",99915,0.581670057468124,"Liberal"
"703",59.5,"British Columbia","Below high school",90320,0.424981075461697,"Conservative"
"704",59.5,"British Columbia","High School",197945,0.458448617807144,"Conservative"
"705",59.5,"British Columbia","College",69560,0.439153685211318,"Conservative"
"706",59.5,"British Columbia","College",142700,0.439153685211318,"Conservative"
"707",59.5,"British Columbia","College",22290,0.439153685211318,"Conservative"
"708",59.5,"British Columbia","At or above Bachelor",147105,0.569944860771701,"Liberal"
"709",59.5,"British Columbia","Below high school",47300,0.424981075461697,"Conservative"
"710",59.5,"British Columbia","High School",83950,0.458448617807144,"Conservative"
"711",59.5,"British Columbia","College",53235,0.439153685211318,"Conservative"
"712",59.5,"British Columbia","College",55885,0.439153685211318,"Conservative"
"713",59.5,"British Columbia","College",8585,0.439153685211318,"Conservative"
"714",59.5,"British Columbia","At or above Bachelor",72410,0.569944860771701,"Liberal"
"715",59.5,"British Columbia","Below high school",43025,0.424981075461697,"Conservative"
"716",59.5,"British Columbia","High School",113995,0.458448617807144,"Conservative"
"717",59.5,"British Columbia","College",16325,0.439153685211318,"Conservative"
"718",59.5,"British Columbia","College",86810,0.439153685211318,"Conservative"
"719",59.5,"British Columbia","College",13710,0.439153685211318,"Conservative"
"720",59.5,"British Columbia","At or above Bachelor",74695,0.569944860771701,"Liberal"
"721",29.5,"Yukon","Below high school",505,0.460156665550968,"Conservative"
"722",29.5,"Yukon","High School",1285,0.493624207896415,"Conservative"
"723",29.5,"Yukon","College",530,0.474329275300589,"Conservative"
"724",29.5,"Yukon","College",1160,0.474329275300589,"Conservative"
"725",29.5,"Yukon","College",135,0.474329275300589,"Conservative"
"726",29.5,"Yukon","At or above Bachelor",1740,0.605120450860972,"Liberal"
"727",29.5,"Yukon","Below high school",315,0.460156665550968,"Conservative"
"728",29.5,"Yukon","High School",640,0.493624207896415,"Conservative"
"729",29.5,"Yukon","College",420,0.474329275300589,"Conservative"
"730",29.5,"Yukon","College",490,0.474329275300589,"Conservative"
"731",29.5,"Yukon","College",55,0.474329275300589,"Conservative"
"732",29.5,"Yukon","At or above Bachelor",640,0.605120450860972,"Liberal"
"733",29.5,"Yukon","Below high school",195,0.460156665550968,"Conservative"
"734",29.5,"Yukon","High School",650,0.493624207896415,"Conservative"
"735",29.5,"Yukon","College",110,0.474329275300589,"Conservative"
"736",29.5,"Yukon","College",675,0.474329275300589,"Conservative"
"737",29.5,"Yukon","College",80,0.474329275300589,"Conservative"
"738",29.5,"Yukon","At or above Bachelor",1095,0.605120450860972,"Liberal"
"739",39.5,"Yukon","Below high school",365,0.448431468854544,"Conservative"
"740",39.5,"Yukon","High School",865,0.481899011199991,"Conservative"
"741",39.5,"Yukon","College",495,0.462604078604166,"Conservative"
"742",39.5,"Yukon","College",1255,0.462604078604166,"Conservative"
"743",39.5,"Yukon","College",185,0.462604078604166,"Conservative"
"744",39.5,"Yukon","At or above Bachelor",1860,0.593395254164548,"Liberal"
"745",39.5,"Yukon","Below high school",215,0.448431468854544,"Conservative"
"746",39.5,"Yukon","High School",450,0.481899011199991,"Conservative"
"747",39.5,"Yukon","College",360,0.462604078604166,"Conservative"
"748",39.5,"Yukon","College",490,0.462604078604166,"Conservative"
"749",39.5,"Yukon","College",80,0.462604078604166,"Conservative"
"750",39.5,"Yukon","At or above Bachelor",740,0.593395254164548,"Liberal"
"751",39.5,"Yukon","Below high school",150,0.448431468854544,"Conservative"
"752",39.5,"Yukon","High School",415,0.481899011199991,"Conservative"
"753",39.5,"Yukon","College",135,0.462604078604166,"Conservative"
"754",39.5,"Yukon","College",765,0.462604078604166,"Conservative"
"755",39.5,"Yukon","College",105,0.462604078604166,"Conservative"
"756",39.5,"Yukon","At or above Bachelor",1120,0.593395254164548,"Liberal"
"757",49.5,"Yukon","Below high school",640,0.436706272158121,"Conservative"
"758",49.5,"Yukon","High School",1140,0.470173814503567,"Conservative"
"759",49.5,"Yukon","College",580,0.450878881907742,"Conservative"
"760",49.5,"Yukon","College",1300,0.450878881907742,"Conservative"
"761",49.5,"Yukon","College",170,0.450878881907742,"Conservative"
"762",49.5,"Yukon","At or above Bachelor",1400,0.581670057468124,"Liberal"
"763",49.5,"Yukon","Below high school",415,0.436706272158121,"Conservative"
"764",49.5,"Yukon","High School",565,0.470173814503567,"Conservative"
"765",49.5,"Yukon","College",445,0.450878881907742,"Conservative"
"766",49.5,"Yukon","College",470,0.450878881907742,"Conservative"
"767",49.5,"Yukon","College",65,0.450878881907742,"Conservative"
"768",49.5,"Yukon","At or above Bachelor",600,0.581670057468124,"Liberal"
"769",49.5,"Yukon","Below high school",230,0.436706272158121,"Conservative"
"770",49.5,"Yukon","High School",570,0.470173814503567,"Conservative"
"771",49.5,"Yukon","College",135,0.450878881907742,"Conservative"
"772",49.5,"Yukon","College",825,0.450878881907742,"Conservative"
"773",49.5,"Yukon","College",105,0.450878881907742,"Conservative"
"774",49.5,"Yukon","At or above Bachelor",805,0.581670057468124,"Liberal"
"775",59.5,"Yukon","Below high school",740,0.424981075461697,"Conservative"
"776",59.5,"Yukon","High School",1120,0.458448617807144,"Conservative"
"777",59.5,"Yukon","College",790,0.439153685211318,"Conservative"
"778",59.5,"Yukon","College",1260,0.439153685211318,"Conservative"
"779",59.5,"Yukon","College",180,0.439153685211318,"Conservative"
"780",59.5,"Yukon","At or above Bachelor",1335,0.569944860771701,"Liberal"
"781",59.5,"Yukon","Below high school",450,0.424981075461697,"Conservative"
"782",59.5,"Yukon","High School",415,0.458448617807144,"Conservative"
"783",59.5,"Yukon","College",655,0.439153685211318,"Conservative"
"784",59.5,"Yukon","College",570,0.439153685211318,"Conservative"
"785",59.5,"Yukon","College",55,0.439153685211318,"Conservative"
"786",59.5,"Yukon","At or above Bachelor",595,0.569944860771701,"Liberal"
"787",59.5,"Yukon","Below high school",285,0.424981075461697,"Conservative"
"788",59.5,"Yukon","High School",705,0.458448617807144,"Conservative"
"789",59.5,"Yukon","College",135,0.439153685211318,"Conservative"
"790",59.5,"Yukon","College",690,0.439153685211318,"Conservative"
"791",59.5,"Yukon","College",125,0.439153685211318,"Conservative"
"792",59.5,"Yukon","At or above Bachelor",740,0.569944860771701,"Liberal"
"793",29.5,"Northwest Territories","Below high school",1330,0.460156665550968,"Conservative"
"794",29.5,"Northwest Territories","High School",1600,0.493624207896415,"Conservative"
"795",29.5,"Northwest Territories","College",605,0.474329275300589,"Conservative"
"796",29.5,"Northwest Territories","College",1265,0.474329275300589,"Conservative"
"797",29.5,"Northwest Territories","College",135,0.474329275300589,"Conservative"
"798",29.5,"Northwest Territories","At or above Bachelor",1840,0.605120450860972,"Liberal"
"799",29.5,"Northwest Territories","Below high school",770,0.460156665550968,"Conservative"
"800",29.5,"Northwest Territories","High School",810,0.493624207896415,"Conservative"
"801",29.5,"Northwest Territories","College",470,0.474329275300589,"Conservative"
"802",29.5,"Northwest Territories","College",610,0.474329275300589,"Conservative"
"803",29.5,"Northwest Territories","College",70,0.474329275300589,"Conservative"
"804",29.5,"Northwest Territories","At or above Bachelor",630,0.605120450860972,"Liberal"
"805",29.5,"Northwest Territories","Below high school",565,0.460156665550968,"Conservative"
"806",29.5,"Northwest Territories","High School",790,0.493624207896415,"Conservative"
"807",29.5,"Northwest Territories","College",140,0.474329275300589,"Conservative"
"808",29.5,"Northwest Territories","College",660,0.474329275300589,"Conservative"
"809",29.5,"Northwest Territories","College",65,0.474329275300589,"Conservative"
"810",29.5,"Northwest Territories","At or above Bachelor",1210,0.605120450860972,"Liberal"
"811",39.5,"Northwest Territories","Below high school",1090,0.448431468854544,"Conservative"
"812",39.5,"Northwest Territories","High School",1035,0.481899011199991,"Conservative"
"813",39.5,"Northwest Territories","College",615,0.462604078604166,"Conservative"
"814",39.5,"Northwest Territories","College",1275,0.462604078604166,"Conservative"
"815",39.5,"Northwest Territories","College",145,0.462604078604166,"Conservative"
"816",39.5,"Northwest Territories","At or above Bachelor",1815,0.593395254164548,"Liberal"
"817",39.5,"Northwest Territories","Below high school",605,0.448431468854544,"Conservative"
"818",39.5,"Northwest Territories","High School",575,0.481899011199991,"Conservative"
"819",39.5,"Northwest Territories","College",480,0.462604078604166,"Conservative"
"820",39.5,"Northwest Territories","College",530,0.462604078604166,"Conservative"
"821",39.5,"Northwest Territories","College",55,0.462604078604166,"Conservative"
"822",39.5,"Northwest Territories","At or above Bachelor",705,0.593395254164548,"Liberal"
"823",39.5,"Northwest Territories","Below high school",490,0.448431468854544,"Conservative"
"824",39.5,"Northwest Territories","High School",460,0.481899011199991,"Conservative"
"825",39.5,"Northwest Territories","College",135,0.462604078604166,"Conservative"
"826",39.5,"Northwest Territories","College",740,0.462604078604166,"Conservative"
"827",39.5,"Northwest Territories","College",95,0.462604078604166,"Conservative"
"828",39.5,"Northwest Territories","At or above Bachelor",1110,0.593395254164548,"Liberal"
"829",49.5,"Northwest Territories","Below high school",1375,0.436706272158121,"Conservative"
"830",49.5,"Northwest Territories","High School",1070,0.470173814503567,"Conservative"
"831",49.5,"Northwest Territories","College",745,0.450878881907742,"Conservative"
"832",49.5,"Northwest Territories","College",1500,0.450878881907742,"Conservative"
"833",49.5,"Northwest Territories","College",185,0.450878881907742,"Conservative"
"834",49.5,"Northwest Territories","At or above Bachelor",1130,0.581670057468124,"Liberal"
"835",49.5,"Northwest Territories","Below high school",740,0.436706272158121,"Conservative"
"836",49.5,"Northwest Territories","High School",520,0.470173814503567,"Conservative"
"837",49.5,"Northwest Territories","College",570,0.450878881907742,"Conservative"
"838",49.5,"Northwest Territories","College",645,0.450878881907742,"Conservative"
"839",49.5,"Northwest Territories","College",75,0.450878881907742,"Conservative"
"840",49.5,"Northwest Territories","At or above Bachelor",530,0.581670057468124,"Liberal"
"841",49.5,"Northwest Territories","Below high school",640,0.436706272158121,"Conservative"
"842",49.5,"Northwest Territories","High School",545,0.470173814503567,"Conservative"
"843",49.5,"Northwest Territories","College",180,0.450878881907742,"Conservative"
"844",49.5,"Northwest Territories","College",855,0.450878881907742,"Conservative"
"845",49.5,"Northwest Territories","College",110,0.450878881907742,"Conservative"
"846",49.5,"Northwest Territories","At or above Bachelor",605,0.581670057468124,"Liberal"
"847",59.5,"Northwest Territories","Below high school",1045,0.424981075461697,"Conservative"
"848",59.5,"Northwest Territories","High School",865,0.458448617807144,"Conservative"
"849",59.5,"Northwest Territories","College",645,0.439153685211318,"Conservative"
"850",59.5,"Northwest Territories","College",1095,0.439153685211318,"Conservative"
"851",59.5,"Northwest Territories","College",185,0.439153685211318,"Conservative"
"852",59.5,"Northwest Territories","At or above Bachelor",1010,0.569944860771701,"Liberal"
"853",59.5,"Northwest Territories","Below high school",545,0.424981075461697,"Conservative"
"854",59.5,"Northwest Territories","High School",410,0.458448617807144,"Conservative"
"855",59.5,"Northwest Territories","College",530,0.439153685211318,"Conservative"
"856",59.5,"Northwest Territories","College",465,0.439153685211318,"Conservative"
"857",59.5,"Northwest Territories","College",70,0.439153685211318,"Conservative"
"858",59.5,"Northwest Territories","At or above Bachelor",500,0.569944860771701,"Liberal"
"859",59.5,"Northwest Territories","Below high school",500,0.424981075461697,"Conservative"
"860",59.5,"Northwest Territories","High School",455,0.458448617807144,"Conservative"
"861",59.5,"Northwest Territories","College",120,0.439153685211318,"Conservative"
"862",59.5,"Northwest Territories","College",630,0.439153685211318,"Conservative"
"863",59.5,"Northwest Territories","College",120,0.439153685211318,"Conservative"
"864",59.5,"Northwest Territories","At or above Bachelor",510,0.569944860771701,"Liberal"
"865",29.5,"Nunavut","Below high school",2570,0.460156665550968,"Conservative"
"866",29.5,"Nunavut","High School",1170,0.493624207896415,"Conservative"
"867",29.5,"Nunavut","College",405,0.474329275300589,"Conservative"
"868",29.5,"Nunavut","College",985,0.474329275300589,"Conservative"
"869",29.5,"Nunavut","College",40,0.474329275300589,"Conservative"
"870",29.5,"Nunavut","At or above Bachelor",740,0.605120450860972,"Liberal"
"871",29.5,"Nunavut","Below high school",1340,0.460156665550968,"Conservative"
"872",29.5,"Nunavut","High School",590,0.493624207896415,"Conservative"
"873",29.5,"Nunavut","College",315,0.474329275300589,"Conservative"
"874",29.5,"Nunavut","College",375,0.474329275300589,"Conservative"
"875",29.5,"Nunavut","College",15,0.474329275300589,"Conservative"
"876",29.5,"Nunavut","At or above Bachelor",285,0.605120450860972,"Liberal"
"877",29.5,"Nunavut","Below high school",1230,0.460156665550968,"Conservative"
"878",29.5,"Nunavut","High School",580,0.493624207896415,"Conservative"
"879",29.5,"Nunavut","College",90,0.474329275300589,"Conservative"
"880",29.5,"Nunavut","College",610,0.474329275300589,"Conservative"
"881",29.5,"Nunavut","College",25,0.474329275300589,"Conservative"
"882",29.5,"Nunavut","At or above Bachelor",460,0.605120450860972,"Liberal"
"883",39.5,"Nunavut","Below high school",1685,0.448431468854544,"Conservative"
"884",39.5,"Nunavut","High School",620,0.481899011199991,"Conservative"
"885",39.5,"Nunavut","College",445,0.462604078604166,"Conservative"
"886",39.5,"Nunavut","College",850,0.462604078604166,"Conservative"
"887",39.5,"Nunavut","College",50,0.462604078604166,"Conservative"
"888",39.5,"Nunavut","At or above Bachelor",710,0.593395254164548,"Liberal"
"889",39.5,"Nunavut","Below high school",865,0.448431468854544,"Conservative"
"890",39.5,"Nunavut","High School",310,0.481899011199991,"Conservative"
"891",39.5,"Nunavut","College",350,0.462604078604166,"Conservative"
"892",39.5,"Nunavut","College",375,0.462604078604166,"Conservative"
"893",39.5,"Nunavut","College",20,0.462604078604166,"Conservative"
"894",39.5,"Nunavut","At or above Bachelor",310,0.593395254164548,"Liberal"
"895",39.5,"Nunavut","Below high school",815,0.448431468854544,"Conservative"
"896",39.5,"Nunavut","High School",315,0.481899011199991,"Conservative"
"897",39.5,"Nunavut","College",95,0.462604078604166,"Conservative"
"898",39.5,"Nunavut","College",480,0.462604078604166,"Conservative"
"899",39.5,"Nunavut","College",30,0.462604078604166,"Conservative"
"900",39.5,"Nunavut","At or above Bachelor",400,0.593395254164548,"Liberal"
"901",49.5,"Nunavut","Below high school",1625,0.436706272158121,"Conservative"
"902",49.5,"Nunavut","High School",380,0.470173814503567,"Conservative"
"903",49.5,"Nunavut","College",445,0.450878881907742,"Conservative"
"904",49.5,"Nunavut","College",865,0.450878881907742,"Conservative"
"905",49.5,"Nunavut","College",50,0.450878881907742,"Conservative"
"906",49.5,"Nunavut","At or above Bachelor",495,0.581670057468124,"Liberal"
"907",49.5,"Nunavut","Below high school",805,0.436706272158121,"Conservative"
"908",49.5,"Nunavut","High School",220,0.470173814503567,"Conservative"
"909",49.5,"Nunavut","College",345,0.450878881907742,"Conservative"
"910",49.5,"Nunavut","College",360,0.450878881907742,"Conservative"
"911",49.5,"Nunavut","College",30,0.450878881907742,"Conservative"
"912",49.5,"Nunavut","At or above Bachelor",220,0.581670057468124,"Liberal"
"913",49.5,"Nunavut","Below high school",820,0.436706272158121,"Conservative"
"914",49.5,"Nunavut","High School",160,0.470173814503567,"Conservative"
"915",49.5,"Nunavut","College",100,0.450878881907742,"Conservative"
"916",49.5,"Nunavut","College",505,0.450878881907742,"Conservative"
"917",49.5,"Nunavut","College",20,0.450878881907742,"Conservative"
"918",49.5,"Nunavut","At or above Bachelor",275,0.581670057468124,"Liberal"
"919",59.5,"Nunavut","Below high school",870,0.424981075461697,"Conservative"
"920",59.5,"Nunavut","High School",235,0.458448617807144,"Conservative"
"921",59.5,"Nunavut","College",295,0.439153685211318,"Conservative"
"922",59.5,"Nunavut","College",470,0.439153685211318,"Conservative"
"923",59.5,"Nunavut","College",65,0.439153685211318,"Conservative"
"924",59.5,"Nunavut","At or above Bachelor",405,0.569944860771701,"Liberal"
"925",59.5,"Nunavut","Below high school",420,0.424981075461697,"Conservative"
"926",59.5,"Nunavut","High School",145,0.458448617807144,"Conservative"
"927",59.5,"Nunavut","College",240,0.439153685211318,"Conservative"
"928",59.5,"Nunavut","College",235,0.439153685211318,"Conservative"
"929",59.5,"Nunavut","College",25,0.439153685211318,"Conservative"
"930",59.5,"Nunavut","At or above Bachelor",190,0.569944860771701,"Liberal"
"931",59.5,"Nunavut","Below high school",445,0.424981075461697,"Conservative"
"932",59.5,"Nunavut","High School",90,0.458448617807144,"Conservative"
"933",59.5,"Nunavut","College",55,0.439153685211318,"Conservative"
"934",59.5,"Nunavut","College",245,0.439153685211318,"Conservative"
"935",59.5,"Nunavut","College",40,0.439153685211318,"Conservative"
"936",59.5,"Nunavut","At or above Bachelor",220,0.569944860771701,"Liberal"
